text,label,language
you degenerated kike fuck you stole the land from palestinians israel was never a country asshole,1,en
khairidwannizam bodoh lah haha kene permainan,1,ms
i am here and i am not queer so too bad for the internet then,0,en
"saya ingin berjumpa dengan anda satu hari dan menusuk awak mati , dan tidak akan berhenti ketawa ketika saya melihat anda mati berdarah berat sehingga anda akhirnya tunduk .",1,ms
getting compliments from women hit,0,en
ketawa kecil . anda mempunyai zakar yang kecil . hanya bergurau ketawa,1,ms
what did the old lady do was she a nazi or white supremacist,0,en
any other queer trans people concerned with your outer image and looking queer i try not to because i know it a privilege to be able to present myself as non cishet but also i just want everyone to know instant message a dyke,0,en
adakah seseorang itu cukup baik untuk mengucapkan terima kasih kepada timoteus untuk membuang sampah itu . ia amat dihargai . dan dengan yang saya lakukan .,0,ms
"erebus sampah adalah sampah , sialan dan yang lain , buang pengasas erebus ke dalam api . boeing dan yang terbaik . membunuh erebus . padamkan halaman ! ...",1,ms
cuma w takut si anjing lihat yang berwujud manusia berniat jahat atau ada yang mau jahat secara ghaib,0,ms
why did she have to kill all the marauders why,0,en
taqishokordey jahat hoki ini din bau kayu kuat,0,ms
antarabangsa onces secara literal yang broke dan sedih zaman .,0,ms
leave it to christians to send women to dia in war because they do not want them opressed of course i am joking but i am sure it hard to tell for some,0,en
fuck off anda mickey ayam jantan penyedut,1,ms
bringing this back,0,ms
rasah percya spora spora termasuk aku,0,ms
its derogatory like if a white person called every blacc female shaniqua just cause they,0,en
awak kawan berbulu saya adalah seorang wanita yang berhenti bercakap fuckin,1,ms
jews and arabs will destroy america,1,en
bagaimana pretty adalah itu ?,0,ms
"nurlisahana mullet rambut depan kita tak bawah kening , serigala macam selalu kpop punya gaya rambut tepi kita pun lebih pendek tapi act mullet ini ikut negara juga lain negara , gaya dia dan panggilan dia lain lebih baik lisa tengok gambar then tunjuk dekat rambut stylist",0,ms
saya fikir ia adalah idea yang hebat dan bunyi burung seperti asshola,0,ms
wartawan perlu dibuang,1,ms
but not by much it more of a statement on how dumb niggers are,1,en
"saya sangat marah dengan betacommand , yang tidak semestinya lucu . kandungan visi janitors ? apabila kita tidak disenangi dengan template seperti ini , saya rasa , marah , sakit , digunakan . masa tindakbalas , saya rasa .",1,ms
ini penting lagi yang bodoh terdapat planet menjatuhkannya,1,ms
fucking dia ketawa kuat rolling pada yang lantai ketawa joke haha anda boleh tidak berhenti yang vandal walaupun,1,ms
"apa yang fuck !!! artikel itu ditulis dengan buruk , saya tulis semula pentingnya yang lain itu tidak kelihatan seperti najis , lihat pada edisi terakhir saya yang anda suka dumbas .",1,ms
rutan klas saya tangerang berikan pembekalan kpada cpns 2021 terkait disiplin pegawai negri sipil,0,ms
nothing hits more than bon iver or james blake when i am trying to study do assignments i love white,0,en
"shamsul kamal pelik dengan pakaian orng pon hendak jadi bualanlain la dia berseluar pendek ke , merokok masa perjumpaan ke , baru betul hendak pertikaini orng itu elok berbutik hendak jadi bualan",1,ms
imagine all the free shit white people would get if they had nigger in them,1,en
terima kasih anda berikan saya balloons birthdaygirl,0,ms
"saya tengah kaji selidik spa area shah alm yang terbaik terbaik . jika dekat wangsa maju , saya sudah pakar .",0,ms
i was a child of the ghetto and a ward of the state i do not know how i escaped the clutches of leftism but i am grateful to be a sane trump supporter,0,en
"lcsmxms ini jenis kalau pikir macam gaya kampung maaf lani orang kampung pun ramai sudah cerdik kau tak suka seseorang terus blok dia , macam bodoh cara fikir dan tindakan hanya di malaysia",1,ms
"220422 7 years since jaemin adalah secara rasmi introduced sebagai a ahli daripada smg rookies ! awak bersinar , dan kami semua adalah di sana 7yearswithjaemin 7jaemfulyears",0,ms
xiaxue hey dan do you like apples dan yeah i like apples xiaxue dan raped me dan what the fuck i did not rape you xiaxue how do you like them apples,0,en
fuckk saya keperluan seseorang kepada berpelukan malang sudah penat dan then dapat cuddlesumpah hilang terus penat,0,ms
yeah i think it time for some pest control the coons are out of control,1,en
smakin cepat anda hanya memotong omong kosong dan teruskan dengan menulis wikipedia ensiklopedia dan menggantungkan lencana sheriff anda dengan lebih baik .,0,ms
i do not blame orlando pie rats for loosing like this they are drunk from that black mtn screenshot diski wafa wafa,0,en
you are going to dia alone surrounded by shitskin nurses who steal your pain medicine it what you deserve boomer nigger,1,en
i have never heard of a muslim that wasnt a rapist be it to a human or livestock,1,en
incredible how asians have been turning to shitlib ideologies they are traditionally bulwarks of confucian law order disgusting they should be executed,1,en
berhatihati siapa yang anda panggil orang bodoh .,1,ms
saya akan merobek buah zakar anda kemudian menghancurkan mereka ke leher anda .,1,ms
i am a liberal and i have consensual sex with more women than the guys you see in porn,0,en
"muhyiddin ke mahiaddin merujuk kepada orangnya sama nama pendek din sembab pm8 yang dikhabarkan rakam doa pc mkin hotel 5 masa cirit terajui kerajaan tebuk atap yang gagal , sapu duit menerusi projek rundingan terus ksini meroyan kerana",1,ms
"sesiapa lain a fullygrown , kompeten dan masih ada panggilan mereka mmu dalam a krisis ? hanya saya ?",0,ms
yeh juga larangan saya fukkers fuck anda morons,1,ms
that good now time to put some of the ignorant white want to be nazi in the terrorist watch as well,0,en
theyblove hezbollah they have admitted this id rather submit to a jew than even acknowledge a sandnigger terrorist group is even remotely okay not saying i would obviously,1,en
what does this concern for queer theory in schools have to do with a homophobic account,0,en
i knew we di get the tareeqs and antwans to finally figure out those beaners are overing on all the free shit laughing my ass off,1,en
tetapi saya terkejut melihat bahawa anda terlalu padat untuk memkirakannya . bodoh . hua hua hua hua hua tak di,1,ms
this adalah saya flava pic,0,ms
nowplaying pada channel r radio terbang jauh by dimashqudaibergen . kami kegemaran songs right now dan dari yang masa lalu dekad . mendengar seratus peratus adfree pada kami website atau radio app di sini,0,ms
white women have really fucked this country up we will be a lot better off when they are extinct,1,en
hm so which do we think is worse sharialaw you know what the do to women hrc we know what she does to anyone yourpizzascooked or all the radical islamic terrorists love yeah huma,0,en
"baik , tetap la bodoh sehingga kini",0,ms
"anda tidak tahu tahi tentang norse lama . dan anda jelas tidak tahu siapa maximilian sama ada . ini sebabnya saya menyerah mengajar , kerana fucking retards seperti anda !!!",1,ms
adakah saya atau adakah anda salah satu pergi pergi pergi salah template yang digunakan ketika bercakap mengenai penyingkiran template di sana . smoga hari anda indah .,1,ms
i see a white person using racism as a political weapon instead of a tool for learning and understanding only racists play that shit,0,en
breona that my,1,en
trump is a pedophile kike verified power user,1,en
"lumbalumba malang , ikan lumbalumba anda aktif hari ini",0,ms
ketawa kuat yang menyunting biro sendiri untuk tidak mengecewakan . apa yang fagot fucking .,1,ms
"rkivesunset ahh this looks jadi cool jika tattoos werden nanti haram , saya di dapatkan this satu",0,ms
cold pops nigga fuck with us this nigger bitch,1,en
the only thing worth saying here is nigger faggot thanks god for gabai,1,en
eh cini dahulu kenape sik lupa w,0,ms
haha malang la ahmad misilan ini asal aku gelak taca hasdtgkz,0,ms
matt hale sits in prison due to being framed by an informant edgar steele died in prison after being framed by an informant michael weaver was convicted by a jury on account of his political beliefs for defending himself from nigger carjackers,1,en
"behinderta russen yang bermaksud terbelakang orang rusia , yang paling biasa digunakan di switzerland . berasal dari stereotaip yang orang ukraina sama dengan orang rusia , tetapi mental terbelakang dan muka serupa dengan mereka yang mengalami sindrom turun .",0,ms
saya fikir kami bersetuju bahawa subbahagian sekuriti itu harus dikembalikan semula . saya akan meletakkannya semula sekarang .,0,ms
you know you are not the epitome of homosexual beauty when you get more sihat on grindr if you do not have a grindr,0,en
haha siya asal bukan botti problematik,0,ms
this fat faggot id such a child grow up porky,1,en
i have shit skin and my face looks always so red and to be honest it one of the main reasons i am so insecure so yeah thanks skin,0,en
says a cartoon posting euro socialist living in govt housing getting a govt welfare check and extolling socialism to americans classic example of how these leftist neo nazis will comel for the jews first but as always they will then target normal people normal people need to always remember this,0,en
"haha !!! satu lagi vipernerd yang benarbenar klasik !!! hanya biarkan kebencian makan anda di dalam !!! habiskan beberapa tahun lagi kehidupan tengkorak anda , semakin gemuk daripada anda sudah !!! anda bekerja untuk saya sekarang , anjing !",1,ms
oh my god i am max just reminds me of those bad white boys i am sorry,0,en
lembab kena ketuk baru jalan taca c zoe bir l,1,ms
"1 . a betul cdm . am melihat at ruben neves , joao palhinha , atau kalvin phillips . itu . a reliable cba . maguire needs kepada",0,ms
"tidak pernah kembali , atau anda akan didedahkan ! bajingan ... itu juga untuk anda khi",1,ms
of course they are all white supremacists you idiot,0,en
black people jesse jackson rosa parks mohammed ali king jr all had award ceremony over the years for trump efforts funding time involved with poor crumbling inner city ghetto children some said racist black people lowest unemployment sense black people are making more monthly,0,en
so mil whites did not suffer even though they were enslaved and treated in the most barbaric inhumane ways imaginable are you retarded or something using your logic then blacks did not ultimately end up suffering because the black warlords who sold other blacks jews profited handsomely,1,en
"saya mempunyai kesukaran untuk perang sup , niggs",1,ms
i am going to give my fellow negroes some advice don nanti show up at white christian schools trying to make connections show up at because you are trying to be a christian the romans originally hated the christians they burned them at the stake and they fed them to lions,0,en
pastu hendak kita mengaku alukan mereka datang ke lah bodoh taca a iqa,1,ms
sekeping pantat kamu !!!,1,ms
the conversion to metric would make that jigaboo watts i can do it on the fly because i am always having to convert nigger watt hours to jigaboo watts,0,en
niki is a faggot i love them,1,en
because scumbags still hate italians as europeans but love spic scum latino trash bags spics of all kinds get a pass even though many spikos hate nig nigs and heebs imagine that in this day and age jew broads prejudice against italians,1,en
binksternet anda adalah seorang perkauman yang takut kepada sejarah latino dan sejarah chicano sebenar di kawasan teluk dan terus memdimakannya .,1,ms
remember when i used to fight edgelords on here who started crying when i called them white good times,0,en
seperti itu a hebat ketua with a penglihatan dan semangat kepada ambil pakistan kepada kemuliaan ... allah memberkati anda kaptaan ... pakistanneedselections pakistanzindabad,0,ms
thanks untuk semua yang wishes ... terutamanya firma kesayangan encik mukabumi ... moga segala doa yang baik dikembalikan kepada,0,ms
maybe for the future you could post any queer couples if you want,0,en
oh yeah that too before twitter and before months ago i only knew one lesbian couple that it all my friends were cishet white suburban guys,0,en
dapatkan keldai fucking dari laman web ini .,1,ms
habuk ziggy adalah bodoh jangan padamkan halaman pertama saya,1,ms
anda adalah beg douche mati dan terbakar di dalam neraka,1,ms
i am watching queer eye and they are all just wandering around the house in shoes sad on carpet sad i hate this sad,0,en
fuck your country bunch of goatfuckers,1,en
when the muslim rape gangs take over california and they are running around asking where are all the infidel women at just direct them to the youtube and google headquarters,1,en
may allah increase and strengthen the iman of all muslims,0,en
brown fuck with us penis no fuckin this nigger,1,en
why muslim refugees have to leave just because they are muslim if you are giving relaxation for hindu sikh buddh jain etc refugees why not muslim feels pity on the thinking and ideology of this govt ab to dharm jaat paat bhar nikal jao,0,en
"selamat untuk setan merah , kita tunggu di liga ynwa taca ngzbx esxr",0,ms
i hate to say it over and over but it bears repeating talking to alt retard is exactly like talking to a ghetto black woman always looking for drama and firing off what they think are gotchas using words they do not know and concepts they can not understand jaci,0,en
because in the republican party is a clown car full of white nationalists and conspiracy crackpots who are easily exploited by fox news and hordes of supplement selling grifters funded by billionaires who will not rest until they are trillionaires and the rest of us are slaves,0,en
i want to know what the refugees have been told about where they are going my suspicion is that soros filled their heads with fake news of free houses free money fresh new mosques and blonde infidel women just waiting to help them in times of sexual emergency politics news,0,en
you put the nigglet in a bag full of money and wait the father to stole the bag,1,en
"goldstein trudeau elektrik pelan boleh memimpin kepada blackouts , melambung tinggi bills melalui",0,ms
welcome one and all hope everyone is having a great weekend big job in the garden tomorrow getting it spick and span after the winter washout should be a nice day by all accounts got any plans brit family,0,en
year old boy stabbed in face outside mosque and it another moslem sect member who has been arrested so they will blame the whites,0,en
terbaik benda kirakira hari ini adalah tomorrow adalah awam percutian .,0,ms
but its an application this time totally different,0,en
nashietomatoes bayangkan jika dia she knows merabaan buat fun daripada jewish christian gila babi woo kejam,0,ms
bongwarrior kenapa kamu benci,1,ms
murderous muslims and jihadis raped and murdered kashmiri pandits you watched from the sidelines and encouraged the cleansing gandhi slept naked with young women and found ways to get hindus butchered deal with it,0,en
seperti guys saya mean cimon,0,ms
we are the satanic sluts your parents warned you about,0,en
your thedirtiest americans people in this country the most corrupted white main women toolscorrupted thieves mark zuckerberg facebook republican leaders media trump alive who cares what you frauds con and liars think or say itsall white lies abuse delusion un apa aclu,0,en
read u in the reply the my bad municipal v the lgbt community though beside the point i ask u as a gynaecologist who knows how the reproductive system works what happens to haman kind if we all chose to be homosexual u a real comic,0,en
i knew that samuel morse was very anti catholic and feared a catholic immigrant invasion found out he also suspected the papacy would move to the u . s . possibly stop that louis he had the knowledge grasp of a dan brown make sense since he wrote the morse code,0,en
the policy was wonderfully effective it succeeded in keeping insane kike with taco beaner last name nicholas cruz from suffering the fate of the school to prison pipeline everybody sing kumbaya kumbaya,1,en
often overshadowed by breast cancer awareness month october is also domestic violence awareness month in a year over million women and main are victims of rape physical violence or stalking by an intimate partner in the us,0,en
al islah party an affiliate to muslim brotherhood follows daesh muslimbrotherhooddestroyingyemen,1,en
dapatkan sebuah kehidupan ! l zer,1,ms
yet when a nigger was made good on the north side his fellow simians literally camped out on the lawn of the th precinct for weeks,1,en
fanny tidak begitu baik,1,ms
ridhuan walaupun aku tak berada di tempat kejadian tapi terasa sprt celaka,0,ms
"fuck anda fagot , saya tidak peduli jika saya mendapat disekat , asalkan semua orang tahu anda seorang bodoh bodoh .",1,ms
no it because you are a worthless corrupt racist delusional and dumb as a retarded somalian bitch that why,1,en
no one treats immigrants like shit like the belair mva,0,en
n that doesnt matter how many times shadow or net people tell danny no means no be the best caise if i can get rid of shadow then people wont realize how many people danny has raped etc,0,en
this bitch was a sand nigger kept rape toy and has done nothing but comel back for seconds time and time again these people are fucking broken,1,en
pergi fuck anda cik mma iklan anda dan menjilat jenazah anda kecil menunggu kotor mendapatkan kehidupan anda alasan menyedihkan manusia,1,ms
kerana saya seorang ibu yang menyedihkan dan anak dickhead yang besar,1,ms
you act like you do not live next to a house full of white boys for you go get one,0,en
she gives women a bad,0,en
this being single shit is ghetto as fuck,0,en
jalan ini sudah berapa banyak eksiden sebab kenderaan tiba lambat down hendak masuk lorong haram tengoklah sudah ler lorong haram lepastu ada jalan raya kerabu konfirm kenderaan belakang tak sempat elak sebab jalan itu memang jalan lurus,0,ms
"haha sebelah kelingking aja kak , kecil . kalo jempol masih ada celahnya .",0,ms
saya digunakan untuk menjadi baik kepada semua wikipedians sehingga hari saya bertemu dengan wikicologi . dia adalah perosak di kebun saya . rumpai di ladang saya dan virus sialan dalam sistem saya !,1,ms
it more it news community looks into the lives of people we di otherwise not know let get real too not so many ghetto phone dindus and skanks,0,en
i am surrounded by like asians,0,en
jalang yang baik yang patut mendapat perhatian anda,1,ms
i do not know why they make the carjacker a white guy though it not realistic in real life it would be a nigger or spic,1,en
are these not hot women in bikinis,0,en
tadi gi kedai mamak dekat area rumah aku pastu perintah lah teh o ais limau time hendak bayar terkejut aku harga dia rm malang mamak itu letak apa dalam itu malang sampai harga camtu,0,ms
do not call me a nigger i am white,1,en
"partai gelar rapat koordinasi nasional yang dirangkaikan dengan buka puasa bersama , acaranya dilaksanakan di hotel sultanjakarta pada 22042022 hanuraberjuangbersamarakyat",0,ms
wha adalah sumber yang boleh dipercayai sumber sesuatu yang keluar kemaluan mca anda apabila dia menyusu anda wanker anda .,1,ms
"besutnya , hendak kenal juga boleh ...",0,ms
demi mawby is a mudshark unfortunately,1,en
this ladies and gentlemen is white privilege we all know what would have happened had it been black man in a white woman house,0,en
theresa may has recorded a video wishing jews a happy passover she did the same for moslems at ramadam it seems someone forgot to tell the old bag to do the same for easter or she thinks so little of christians she could not be bothered,0,en
plenty of you beaners are pedos clean your own backyard juan,1,en
mengantuk msa dalam yang redrum boleh didapati pada they akan soon sedar itu ia wisnu nanti sedikit m yang had kepada menjadi takut . penghormatan kepada satu daripada kami favourite filem shining artists 2danimation cleannft,0,ms
saya dont usually doa youtuber fanart tetapi saya hanya had kepada draw saberfart lmfao,0,ms
awak seorang lelaki pergi mati dalam kthx api <3,1,ms
i mean that if you want to get raped in,0,en
stop being lazy and write some real jokes instead of just saying paging doctor faggot laughing out loud he said a slur therefore its funny,0,en
hrs trafik perlahan dari udara hitam ke kulai sila rancang perjalanan andapandu berhati hati harap maklum llminfotrafik,0,ms
he married a negress because white women did not want him but black females all over america love nobama,0,en
babi cemburu bodoh aku ahli sudah beli umah sebab dia baru kahwin aku cam saya bila mempunyai rumah satu umur sama satu tetapi saya am masih ada miskin hampa tunggal,0,ms
it starts off with that infamous footage where trump egomaniacally rudely arrogantly pushes away the prime minister of montenegro and trump is proud of that footage apparently we are letting trump down not sending in main with white coats to take care of him,0,en
the black girl schooled the white girl about police brutality and harassment by the police that black people face eastside story,0,en
makan tahi menyingkirkan goofs anda queers .,1,ms
saya suka mengatakan kepada pelajar pada awal tahun ini . maka mereka dapat mengetahui dengan cepat perbendaharaan itu yang manifesto kejujuran filsafat saya . kemudian pergi pergi pergi .,0,ms
we don nanti have a coherent refugee policy when we have such high levels of poverty should state resources be expended on our own poor people instead of poor people who arent even our citizens,0,en
"jew akan mengelak penyuntingan wikipedia terhadap arab di manamana , kacau awak !",1,ms
do not give up good women still exist and are being formed everyday,0,en
dykes love that little black sports bra khaki pants combo,0,en
bus loads of immigrants landed in bandonnel military airport today this has now been confirmed,0,en
gembira bday bosaint saintsup minger,0,ms
pucuk macam menghisap . orang yang akan memenangi mitb sama ada jeff kuat atau norton . wrestlinglover,1,ms
marah sangat ini sambil ketawa terus jadi gilaindeks tekanan jiwa pun ikut meningkat,1,ms
chipped black nail polish,0,en
show named game of thrones you all think it the game of dead niggas dumb ass niggas,0,en
truth hurt them chinazi and lies more lies until it become truth to their lies,1,en
announced clerks i am excited you need an extra on set someone to make sure porch monkey was taken back i am willing to comel work,0,en
have at it i am white and glad of it niggers hate niggers more than white people hate white people but then niggers are morons and those are the smart niggers,1,en
hai saya ada jual nasi arab promo harini beli 3 pax foc 1 pax dapat foc 3 sebelah hidangan lagi,0,ms
"tak raraymu napa kenapa orang begini banyak di kagumi banyak di puja pdhl hati nya benar jahat banget , kyk pembunuh berdarah dingin",0,ms
smakin lama makin bodoh soklan,1,ms
"oh , stfu atau kami akan nuke awak .",1,ms
"jadi yang kaus kaki jahat sekarang hess berbaring pantatnya di halaman ani tapi saya tidak boleh komen . dan tidak ada orang ini , saya hanya saya .",0,ms
"menghantar senarai nama bagi memohon jawatan tertentu dalam kerajaan adalah perkara biasa jadi maci maci zahid janganlah hendak berlakon bodoh pula apabila pun hantar senarai nama , itu memang perkara biasa dan bila pun merujuk kepada gabungan perjanjian , itu juga perkara biasa",0,ms
kakak kelas galak jeongharu beberapa tweet aku,0,ms
tidak ada apaapa tetapi maksud yang baik . anda meletakkan amaran adalah yang terbaik .,1,ms
hey like i said your cause is just i support european heritage and for many that is the church so i got your back against muzzies and atheists thanks for the tip i will look into it when i get the chance,1,en
kejutan saya mempunyai ini etsy kedai ! currently ia has sesetengah enamel pins tetapi jika anda semua pernah mahu prints this adalah di mana they akan akhir up too ! theres juga ini nista untuk yang kedai moonforgebrightleaf,0,ms
gambar ibu anda dengan pantatnya yang berkedut di udara !!! gris sehingga pensil dan jem itu masuk !!! pergi fuck ibu anda lebih baik meninggalkan saya sendiri anda sedikit runtuh,1,ms
my great great granddaddy let his niggers play sports it called whichever nigger picks the most cotton today gets a piece of bacon in his bowl of grits tonight do the touchdown dance nigger,1,en
daesung birthday sokongan acara daesungs birthday trend parti 25042025 at pukul 23 mkst empat seasons adengan daesung fallinlovewithdaesung daesung tolong membantu kami celebrate kami sweetest superstar daesung,0,ms
white gay main mad they can not say dyke because they do not have faggot to themselves laughing my ass off,0,en
noidhooman perkara begini aja diviralin hairan sama manusia udah aku jadi setan sahaja lah,1,ms
they all look like me,0,en
nama sebenar randolph adalah charlesfield dan dia sangat jelas psikopat .,0,ms
this is islam,0,en
he said you can do that where them white people be at not here milestone,0,en
miss america shall embrace beer for beer makes fat women look beautiful,0,en
"datang ke tugas dahulu sudah ! halo , saya tertanyatanya jika anda ingin bergabung dengan tugas tugas dahulu sudah . saya harap anda datang ! sila datang !",1,ms
to the darling freshman who hit on me in our very first islamic studies course call me mother,0,en
lembu ditemukan mati di kampung sungai lekar di kuala nerus taca iwqihxi hr,0,ms
sail foam as in year old mayne ass hole beez finna axe that muhfuggin nigger whaa ahh kaynt git me my new sail foam muhfugga,1,en
terasa pun lembab hendak mampus ini sudah kenapa pesakit bukan kes pelik pelik pun kes sama juga hari hari yihh,1,ms
jangan membantu orang yang tidak percaya . amaran terakhir .,1,ms
saya tidak tahu apa yang anda bercakap tentang . shellie,1,ms
ubat ini bau dia macam semut mati,0,ms
jews call their enemies white supremacists so welcome to the war the only question is wether youll run like a coward or youll defend yourself,0,en
saya dapati ia adalah logik untuk menghendaki seseorang pergi ke nenek moyangnya secepat mungkin yang bersungguhsungguh secara konsisten menyinggung perasaan anda . jadi sila . anda akan menjadikan dunia lebih baik tanpa kejahilan anda .,0,ms
baik ada juak yang ska dapat betul pendidikan tetapi thanks kepada curiosity dan galakan . ska tajuklah utama kabel kah,0,ms
makluman ktemu duga terbuka anjuran cawangan sistem insurans pekerjaan pejabat perkeso kuching sarawak butiran ktemu,0,ms
saya fikir ia dibincangkan di lagu barracuda . hai !,0,ms
hai saya ada jual nasi arab promo harini beli 3 pax foc 1 pax dapat foc 3 sebelah hidangan lagi cov,0,ms
they all look uncomfortable,0,en
is there not brit with the brains balls to assassinate this filthy shit skin moslem terrorist,1,en
bila tengok sejarah cucu ya ampun rasa cam sudah berapa banyak gila membazir,0,ms
diamonds adalah a girls terbaik kawan,0,ms
apa neraka ! adakah anda juga membaca jawatan saya untuk icecoldbeer asshola !,1,ms
cindy crawford rande gerber go for a stroll in new york city cindy crawford and rande gerber enjoy the sunny weather during their afternoon stroll on sunday in new york city the year old model kept things casual in a white nanti shirt and black trousers while by meiller,0,en
"menamakan semula kepada fyrom atau republik skopja sila , namakan nama laman web ini ke fyrom atau republik skopja sebelum kita mengenali bajingan ini sekali dan untuk semua . adalah apa yang mereka mahu",0,ms
this is absolute bullshit it a psychological trick to attempt to show moslem supremacy these low iq shit skins have no balls are dickless assholes,1,en
hmetromy aku tak bodoh la dengan pernyataan kau itu pipih,1,ms
that as good as it didn nanti happen but i di kike some attention please,1,en
i m a pretty bitch i denial of normal nanti deserve to be stuck in bakersfield,0,en
memuatkan sampah sampah di sini,1,ms
di mana r awak melihat at,0,ms
i have been warned that there are still places in america where my skin color alone can get me killed and no one will give a shit i am not playing the victim though every ghetto is that place for a white person to be honest,0,en
saya ayah kata his coworkers 8 tahun old anak perempuan dibuat this untuk saya saya am menangis,0,ms
helo saya berharap untuk perbincangan mengenai pendidikan untuk pembangunan lestari,0,ms
know turns out she not racist neither so to all you niggers out there get all excited she sucks penis you hardly e dari get that without niggers in presence,1,en
anybody notice anything strange on gab like some muslims or people of color remember we are listed as the alt right site the all white site nothing against spanish italians etc free country just pointing it out gabfam,0,en
if you tell me one of your best friends is a known flaming homosexual i am going to think you are a faggot,1,en
i was talkin to deepak he a curry nignog streetpooper i do not even remember where the conversation with it started laughing out loud,1,en
another bbc poster paki stani,0,en
engk 220418 dreamcatcher memperoleh kekuatan dari bermula yang hari with kami somnias !!! saya akan mempunyai kekuatan untuk hari ini biarlah kami goo dreamcatcher maison transl . 7 dreamers valerie tolong doa tidak ambil tanpa kredit,0,ms
hey semua pengguna tak nur menghisap pada mens batang !!!,1,ms
saya am jadu sedih bawak guys ...,0,ms
i really think airpods are overrated tried some and there was no bass in them,0,en
satu liter kotoran . pada foca,1,ms
wakakaka setan lah baca skrip tone suara pulak kayu herghh taca kzjwk cze,0,ms
"di bilang sedih si siya pasti sedih , tapi aku harus menerima segalanya dengan ikhlas dan aku gabisa berlarut larut",0,ms
about normal for this little muzrat lover anything to go against this country and the present government while he has a house in london and a six bedroomed manor house with land in the the country of shropshire nice one corbyn you scummy fake socialist,1,en
"sasaran anda kini sasaran yang sah , anda sialan jahat ! ...",1,ms
having a period every month is so ghetto,0,en
"gemar marx agak tidak diketahui dan mempunyai nasib buruk berhenti sebelum akta itu menjadi terkenal . xenia juga kurang diketahui dan tidak bernasib baik . sekurangkurangnya , itu saya rasa saya boleh bercakap dari pantat saya .",1,ms
"saya memanggil sebungkus sekop , dan orang bodoh rasis yang bodoh rasis . membawanya , brownshirt .",1,ms
pautan dalam comments,0,ms
let them take the faggots,1,en
ketawa keras hehe baju bermakna kerja tamparan ketawa dengan kuat,1,ms
thx untuk givin anda sendiri wawasan ke arah this projek,0,ms
there is need for awsreness campaign to educate our communities to avoid calling refugees the internally displaced persons i really feel pity when i visit idp camp and colleagues caing the idps a refugee a name i was once forced by circumstance and no one choices to berefugee,0,en
heres a lihat at semasa conditions dalam zanesville . ohwx,0,ms
debating on what shoes i want to wear for my,0,en
memberi 50 cro 1 ikuti itu seperti retweet 3 tag 3 friends fftb cro cronos cro ebzbay cronosbay loadedlions alphabots vvs mmf,0,ms
if you think ronaldo is better than messi you are either a liar or a retard,0,en
lempeng kasih sayang tepi bayview melaka,0,ms
well at least that kike is honest about his fear of armed goyim,1,en
"yang dipertuan agong alsultan abdullah dan raja permaisuri agong tunku hajah azizah berkenan berangkat ke bazar ramadan satok di kuching , sarawak hari ini . ramadan razali nordin bernama",0,ms
mogok mata jaga vandalisme anda dalam pemeriksaan kotoran koma,1,ms
kenyun paki at,0,en
this . this pls !,0,ms
kenapa anda mengedit laman perbincangan mikenorton pengguna kenapa anda adalah anda seorang boneka kaus kaki,1,ms
menonton sharing his thoughts pada yang vaccination strategi daripada yang masa depan iec tangkapan hidup di sini,0,ms
diam ... saya boleh melakukan apa sahaja yang saya mahu di halaman saya dan anda tidak boleh memberitahu saya pandangan saya salah ... saya tidak memerlukan komen gay anda ...,1,ms
those rights were not even made for you they were made by white people for white people whoever thought it was a good idea to give you kaepernicks fucking rights fucked up did not they no respect just straight fucking bullshit nigger shit,1,en
"siapakah yang menyerahkan yesus untuk mati bukan yudas , karena wang bukan pilatus karena takut bukan orang israel karena dengki tetapi bapa , karena kasih ocatavius winslow",0,ms
so answer my question should a woman or women who are the object of abusive posts be able to downvote him or should they just silently take it,0,en
blok saya anda fucking dicksukers .,1,ms
it a shame theresa may never had children because now she will never get to see them grow up and become victims of a muslim grooming gang,1,en
hendak buat smut tapi tatabahasa macam celaka alahai taca hio waqa zar,0,ms
"delinameliora seterusnya time kak , kalau dia hon macam babi itu kau bawak sahaja lagi lambat takpun emergency brake depan dia",0,ms
pm modi plays percussion semasa rongali bihu celebrations at menteri sonowals rumah melalui,0,ms
"ya awak betul , dia ayam yang lengkap . berjalan dan memberitahu teman lelakinya apabila sesiapa pun menyoal tugas yang dia lakukan untuk membuat halaman .",1,ms
never cared about what another bitch got going on,0,en
no its totally cool super fucking hate you,0,en
"anda batang anda besar , anti jepit batang , anda tahu bahawa saya fikir anda harus diberikan larangan tak terbatas . itulah yang harus anda dapatkan , pengharaman tidak terbatas !",1,ms
merujuk kepada kepercayaan falsafah rohani yang paling mendalam yang dimiliki oleh orang lain kerana omong kosong adalah apa yang tidak boleh diterima !,0,ms
the sand niggers get fucking annihilated but i see your point we just have to make their opposition to us not worth the trouble,1,en
forgot to tell you my favorite food is italian food do you make canoles it sad what happening over there with the refugees,0,en
its not necessary for niggerz to have an average iq above to make your women paticipate in racemixing untill there is no more white,1,en
memang bodoh kawan pengantin lelaki ini,1,ms
a queer black person is times more likely to experience police violence than a queer white person,0,en
i learned when white people hate you they really hate year old fuckin,0,en
coming with the it named after the river niger and how di that river get that riddle me that nigger,1,en
sorry those niggers are not christian they do not even claim to be they are heathens and many even avow they follow muslime anyone can be christian but they are not never heard of them and no it does not sound like they are christians,1,en
tolong menyertai kami jika anda adalah dalam los angeles . ramah bahagian thanks tak .,0,ms
